episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,0.6159006992619194,0.46218821778604224,131.56912772208824,-6.28475591543857,0.8742965356214353,[-6.28475591543857 0.8742965356214353],0.0,False,True,0.42123104208131035,0,33.27526529517031,23.725,prepare,0.0
0,2.0,0.6159916799064447,0.46204736124968804,131.57731954402618,-14.665605378862756,0.8213400014929066,[-14.665605378862756 0.8213400014929066],1.0,False,True,0.4207329340821816,0,33.27526529517031,23.772,in_progress,0.0
0,3.0,0.6055326250206785,0.47815822922231843,130.88252554594632,25.902809565764464,0.9124786020581949,[25.902809565764464 0.9124786020581949],1.0,False,True,0.47781092723597346,1,33.27526529517031,23.861,in_progress,0.0
0,4.0,0.59818191389582,0.48803262934794356,130.52940530190494,-20.446334591016978,0.5399361335507709,[-20.446334591016978 0.5399361335507709],1.0,False,True,0.5146695533061846,1,33.27526529517031,23.926,in_progress,0.0
0,5.0,0.5808768080229277,0.5125681390702366,129.89186797371087,-1.916225660343013,1.0,[-1.916225660343013 1.0],1.0,False,True,0.604340496071485,1,33.27526529517031,23.999,in_progress,0.0
0,6.0,0.5604271890710733,0.5458067041309278,128.4974082831639,-13.567907087015744,1.0,[-13.567907087015744 1.0],1.0,False,True,0.7198480731584719,1,33.27526529517031,24.056,in_progress,0.0
0,7.0,0.533597346473832,0.5864368570491357,127.41853977163906,-0.8354042865799194,0.564902126251474,[-0.8354042865799194 0.564902126251474],1.0,False,True,0.8646971630139262,1,33.27526529517031,24.121,in_progress,0.0
0,8.0,0.5061774591915918,0.6244110163825408,127.09118030569772,7.808387330589753,0.6662032473243596,[7.808387330589753 0.6662032473243596],1.0,False,True,1.0047162004558186,1,33.27526529517031,24.182,in_progress,0.0
0,9.0,0.4727963532370467,0.6553709817987204,128.88848172430355,29.27047199627745,0.5830777430432091,[29.27047199627745 0.5830777430432091],1.0,False,True,1.1408975468498421,1,33.27526529517031,24.254,in_progress,0.0
0,10.0,0.43069304916291506,0.6872991503372314,131.86575402571697,12.320028753127424,0.8742223223120128,[12.320028753127424 0.8742223223120128],1.0,False,True,1.2966589930215668,1,33.27526529517031,24.301,in_progress,0.0
0,11.0,0.364251982464188,0.7329432368649207,136.0268174049984,-27.98950940252437,1.0,[-27.98950940252437 1.0],1.0,False,True,1.5318062996861084,2,33.27526529517031,24.397,in_progress,0.0
0,12.0,0.340997600113294,0.7486032059621549,137.2952100764289,-13.447501175418196,0.5,[-13.447501175418196 0.5],1.0,False,True,1.6133989804634021,2,33.27526529517031,24.465,in_progress,0.0
